user_id,problem
30000,0.839207986113142
30001,0.19974357753188995
30002,0.41143960790773704
30003,0.8382949479298674
30004,0.7171786505027964
30005,0.2734840658494827
30006,0.27554308729481886
30007,0.37841256057588046
30008,0.7287651963266985
30009,0.3325691545982012
30010,0.36538692196803724
30011,0.31147535823660655
30012,0.8654283544496824
30013,0.2280665031348521
30014,0.35374657779583196
30015,0.41466811011698823
30016,0.32306540719291943
30017,0.2934772580536257
30018,0.4448366931691048
30019,0.45035901433854075
30020,0.7332570276785965
30021,0.5311160688392607
30022,0.24703792655730972
30023,0.28670489697824675
30024,0.5080267981803773
30025,0.4415451255143493
30026,0.42935954808967747
30027,0.251116434636652
30028,0.37397734814310385
30029,0.2610903954479021
30030,0.1793261256407591
30031,0.4780133773065426
30032,0.312547042523691
30033,0.28757797110179634
30034,0.4741458844677737
30035,0.2656594398055689
30036,0.3176124637297176
30037,0.3088111760635376
30038,0.29716146781695707
30039,0.2214805808817673
30040,0.4074528136473293
30041,0.3285941596311578
30042,0.2800252616844031
30043,0.17437606549161638
30044,0.23151960500043228
30045,0.37337510992914236
30046,0.5083014754095958
30047,0.37465450018830027
30048,0.34578953665803913
30049,0.3305495056314717
30050,0.2451579560335746
30051,0.4104525648053324
30052,0.42108296042958554
30053,0.30970246368676013
30054,0.31799714774375726
30055,0.338468809482148
30056,0.42876014614464353
30057,0.5189042048703041
30058,0.4887615649765378
30059,0.4108213951570644
30060,0.5562415655000287
30061,0.8852831847681706
30062,0.814796057032493
30063,0.3213245272436081
30064,0.3478202855482205
30065,0.29536695635543053
30066,0.31730273459669134
30067,0.32781044355779576
30068,0.5798927660192355
30069,0.35941539127529254
30070,0.33191892202676493
30071,0.693666647792418
30072,0.5471200200187735
30073,0.44690627284410966
30074,0.22913834822541101
30075,0.27977024735212713
30076,0.5705256313497633
30077,0.3483034866357276
30078,0.7974418265154737
30079,0.27687714848314227
30080,0.5763033011848502
30081,0.31799714774375726
30082,0.29476120921866783
30083,0.38730654068444303
30084,0.5336198755189483
30085,0.34086326096531316
30086,0.3537409034058893
30087,0.28703964387384795
30088,0.34877499763765396
30089,0.38398632191315446
30090,0.5979492896022017
30091,0.2993863656313711
30092,0.17356627292402874
30093,0.3806374734829053
30094,0.347504437649971
30095,0.16090449806108995
30096,0.33284605204979534
30097,0.2612116034550642
30098,0.8653878064571338
30099,0.24509071060872945
30100,0.495039902778201
30101,0.39258028012098933
30102,0.21834778609023622
30103,0.19956424958439453
30104,0.3127583948138051
30105,0.6555580933477558
30106,0.42288153528067723
30107,0.2949583139947306
30108,0.1513403111779935
30109,0.2701018372502556
30110,0.42423154273732927
30111,0.36302674570415616
30112,0.26608990878310157
30113,0.801493373630392
30114,0.32877230700773047
30115,0.206863012652933
30116,0.36677989485583573
30117,0.3108016962436363
30118,0.40529532765190684
30119,0.33736028478816654
30120,0.17094909069648986
30121,0.2540790799487954
30122,0.7927044161382459
30123,0.3809588060082378
30124,0.3231955139970741
30125,0.2545182455863997
30126,0.3034090784799671
30127,0.4059694680388698
30128,0.5301059068846679
30129,0.43683923780246364
30130,0.8228439334908147
30131,0.331437501652055
30132,0.4049428909773022
30133,0.7770212972210006
30134,0.34414930884664385
30135,0.9056606527033747
30136,0.3238977426747163
30137,0.3792136673570882
30138,0.9483734926367978
30139,0.3115105882113779
30140,0.5740116194458025
30141,0.3226496641633608
30142,0.3734345650687301
30143,0.545936975703785
30144,0.2619991876625325
30145,0.3003914591956385
30146,0.502767916886799
30147,0.5478946691208775
30148,0.7500644279710224
30149,0.7066747269869327
30150,0.26085825721117195
30151,0.5398884434811039
30152,0.2980140265917573
30153,0.3771004408776286
30154,0.3260686402269249
30155,0.2656976985597174
30156,0.1934914156554469
30157,0.25428281088651417
30158,0.7119650370513835
30159,0.3366505349942711
30160,0.24436457859559407
30161,0.38205983363877327
30162,0.32025575551716023
30163,0.5509195833250808
30164,0.43229090511569873
30165,0.3781865673137301
30166,0.3411924077077356
30167,0.5547629815170534
30168,0.3931742974144531
30169,0.4803289951748715
30170,0.4189489068076247
30171,0.20396113401974617
30172,0.3146757692091504
30173,0.48203649088896566
30174,0.6278907714231698
30175,0.8579860720513753
30176,0.28432132198585985
30177,0.33173056655373057
30178,0.6278888863499372
30179,0.2108093010429719
30180,0.3939651195719393
30181,0.5045175814537994
30182,0.8350556762156656
30183,0.595232876455367
30184,0.29833743451107264
30185,0.24387462353280562
30186,0.17214146239895123
30187,0.3118138468721868
30188,0.3714794905899811
30189,0.4232507591574592
30190,0.6058754970706868
30191,0.3384028065164884
30192,0.8516567173002549
30193,0.24422887585285755
30194,0.5884637729860133
30195,0.2895744750073546
30196,0.3434943911772897
30197,0.7741431924382522
30198,0.22053190156068267
30199,0.28609111772277546
30200,0.28915038769969403
30201,0.24537715556122414
30202,0.28339818627683505
30203,0.2759648315591023
30204,0.2980633179781059
30205,0.8698638522651372
30206,0.22003951568551727
30207,0.2853560691071483
30208,0.33741915706177017
30209,0.4888376676434668
30210,0.5552398813167223
30211,0.5672475517122825
30212,0.5278264234626657
30213,0.2868282064763991
30214,0.45770930529632975
30215,0.4185488977572839
30216,0.7469557312573656
30217,0.418140925444005
30218,0.8077040476250209
30219,0.12647822040305418
30220,0.3834749728284399
30221,0.33027887152828883
30222,0.41121631287591615
30223,0.140671960219068
30224,0.4351813010578421
30225,0.3544152902001235
30226,0.2632193763346577
30227,0.43636181383263783
30228,0.250781921030175
30229,0.48325448892793543
30230,0.28350439444873726
30231,0.3092044453924848
30232,0.3338596019611707
30233,0.6622121330788244
30234,0.1945553047238052
30235,0.2536074043552029
30236,0.6519684635553393
30237,0.27470678599289455
30238,0.20917770898769739
30239,0.2690477770467962
30240,0.3550208281784114
30241,0.4781386733908737
30242,0.15366704686575589
30243,0.5301954122581417
30244,0.8317917901058044
30245,0.22327524133521445
30246,0.42302902209365867
30247,0.30800260936278623
30248,0.6807385598059532
30249,0.3653424970626967
30250,0.2584197610272315
30251,0.2749269343833742
30252,0.5372944079853136
