user_id,problem
30000,0.9268297607901415
30001,0.2072374592523078
30002,0.2661196451509616
30003,0.7292783742747746
30004,0.6916811738057175
30005,0.3543095186042523
30006,0.09086742254069956
30007,0.06988029908232989
30008,0.7376230003318116
30009,0.24192961844633057
30010,0.1686970249802482
30011,0.14135124815015093
30012,0.9406403914433618
30013,0.07269076474688235
30014,0.15784890474672686
30015,0.30801164940667203
30016,0.19644655176584283
30017,0.3059798194922682
30018,0.39556345992539266
30019,0.34606723774389475
30020,0.8645212830542434
30021,0.53431747440952
30022,0.17251903207475242
30023,0.12832894554224464
30024,0.534892469986172
30025,0.356544924798692
30026,0.38138537975769793
30027,0.2687599672989407
30028,0.16336586401613334
30029,0.09181286403774006
30030,0.15940289834604662
30031,0.36602387699883254
30032,0.1601864323630854
30033,0.1969417766495444
30034,0.3657780937325781
30035,0.31307192071902995
30036,0.1529691120844719
30037,0.31844790541730567
30038,0.1966850822326069
30039,0.132937155238108
30040,0.389807548940374
30041,0.1798450738004563
30042,0.1245619231857599
30043,0.09012733485581963
30044,0.18054766941974326
30045,0.26124213492502757
30046,0.40114837283672616
30047,0.1131129317175608
30048,0.24464473494762098
30049,0.1335881594643381
30050,0.23056502843546287
30051,0.24963176675528267
30052,0.34124663899031876
30053,0.18909437246813712
30054,0.07294837731624063
30055,0.2640981162597524
30056,0.2773346603058254
30057,0.4096203270687238
30058,0.46926519434221853
30059,0.1910147060974641
30060,0.46737918882603935
30061,0.9152933886983854
30062,0.9262543704640279
30063,0.11931342187328269
30064,0.26879665491179183
30065,0.0987370751399762
30066,0.15593987532410342
30067,0.17048557542264595
30068,0.7012541912928956
30069,0.3399885522921035
30070,0.36513897458503297
30071,0.7383207992807952
30072,0.36051891053622703
30073,0.6436253142421207
30074,0.09954749094820373
30075,0.22697731839437849
30076,0.500492079388423
30077,0.23338308685253656
30078,0.8862908458562458
30079,0.16495876543439497
30080,0.4738011973777769
30081,0.05272680299659845
30082,0.1724846085829032
30083,0.23212796130304988
30084,0.47616155308583946
30085,0.14270665890689996
30086,0.21961354075766198
30087,0.1119518558943009
30088,0.14484370154115053
30089,0.17925706756736134
30090,0.6872782151757914
30091,0.14633506763230245
30092,0.08859667380148889
30093,0.18384437181831706
30094,0.34199824608900137
30095,0.1456770554462083
30096,0.12899370967040502
30097,0.18205557376330905
30098,0.9501269904145341
30099,0.2586538846349674
30100,0.30488605333234164
30101,0.27514973838773094
30102,0.1831582130315335
30103,0.17909209107981544
30104,0.20545083927468913
30105,0.8013551951174174
30106,0.30462761764092405
30107,0.14664331809607387
30108,0.13238634030636368
30109,0.1524321560842058
30110,0.24707426836288052
30111,0.40890998747181434
30112,0.10551686282258774
30113,0.781902629753252
30114,0.1696044090063151
30115,0.14829458387222644
30116,0.2159256142558938
30117,0.16461741334372848
30118,0.3386931988934322
30119,0.2204378282669038
30120,0.0791349472840748
30121,0.2517230998976894
30122,0.8756128012514004
30123,0.21504493672470276
30124,0.20801278235342863
30125,0.20082529632787516
30126,0.2651975059739242
30127,0.23503364318868697
30128,0.520206080623099
30129,0.3215570345499933
30130,0.8711718049399572
30131,0.10703743252328368
30132,0.35405984665817736
30133,0.8842330949878303
30134,0.1909517306338866
30135,0.9518607494194689
30136,0.17297706120296155
30137,0.17547053913848037
30138,0.9645881307435997
30139,0.14963398912362766
30140,0.5074552062824041
