userid,time,fwver,errtype,errcode
14279,2020-11-12 22:00:00,05.15.2092,4,0
14279,2020-11-12 22:00:00,05.15.2092,4,0
14279,2020-11-12 22:00:00,05.15.2092,11,1
14279,2020-11-12 22:00:00,05.15.2092,12,1
14279,2020-11-12 22:00:00,05.15.2092,5,Q-64002
14279,2020-11-12 22:00:00,05.15.2092,4,0
14279,2020-11-12 22:00:00,05.15.2092,4,0
14279,2020-11-12 22:00:00,05.15.2092,3,2
14279,2020-11-12 22:00:00,05.15.2092,13,1
14279,2020-11-12 22:00:00,05.15.2092,12,1
14279,2020-11-12 22:00:00,05.15.2092,27,1
14279,2020-11-12 22:00:00,05.15.2092,28,1
14279,2020-11-12 22:00:00,05.15.2092,14,1
14279,2020-11-12 22:00:00,05.15.2092,7,1
14279,2020-11-12 22:00:00,05.15.2092,6,1
14279,2020-11-12 22:00:00,05.15.2092,14,1
14279,2020-11-12 23:00:00,05.15.2092,4,0
14279,2020-11-12 23:00:00,05.15.2092,4,0
