userid,time,fwver,errtype,errcode
11965,2020-11-01 02:00:00,04.16.2641,26,1
11965,2020-11-01 06:00:00,04.16.2641,15,1
11965,2020-11-01 07:00:00,04.16.2641,16,1
11965,2020-11-01 12:00:00,04.16.2641,12,1
11965,2020-11-01 12:00:00,04.16.2641,11,1
11965,2020-11-01 12:00:00,04.16.2641,22,1
11965,2020-11-01 12:00:00,04.16.2641,26,1
11965,2020-11-01 19:00:00,04.16.2641,22,1
11965,2020-11-01 21:00:00,04.16.2641,15,1
11965,2020-11-02 18:00:00,04.16.2641,16,1
11965,2020-11-02 18:00:00,04.16.2641,4,0
11965,2020-11-02 18:00:00,04.16.2641,4,0
11965,2020-11-03 01:00:00,04.16.2641,15,1
11965,2020-11-03 01:00:00,04.16.2641,16,1
11965,2020-11-03 01:00:00,04.16.2641,4,0
11965,2020-11-03 01:00:00,04.16.2641,4,0
11965,2020-11-03 09:00:00,04.16.2641,15,1
11965,2020-11-03 18:00:00,04.16.2641,16,1
11965,2020-11-03 18:00:00,04.16.2641,4,0
11965,2020-11-03 18:00:00,04.16.2641,4,0
11965,2020-11-04 03:00:00,04.16.2641,15,1
11965,2020-11-04 03:00:00,04.16.2641,16,1
11965,2020-11-04 09:00:00,04.16.2641,15,1
11965,2020-11-04 14:00:00,04.16.2641,16,1
11965,2020-11-04 14:00:00,04.16.2641,4,0
11965,2020-11-04 14:00:00,04.16.2641,4,0
11965,2020-11-04 19:00:00,04.16.2641,4,0
11965,2020-11-04 19:00:00,04.16.2641,4,0
11965,2020-11-05 05:00:00,04.16.2641,15,1
11965,2020-11-05 05:00:00,04.16.2641,16,1
11965,2020-11-05 05:00:00,04.16.2641,15,1
11965,2020-11-05 05:00:00,04.16.2641,16,1
11965,2020-11-05 05:00:00,04.16.2641,4,0
11965,2020-11-05 05:00:00,04.16.2641,4,0
11965,2020-11-05 06:00:00,04.16.2641,4,0
11965,2020-11-05 06:00:00,04.16.2641,14,1
11965,2020-11-05 06:00:00,04.16.2641,11,1
11965,2020-11-05 06:00:00,04.16.2641,12,1
11965,2020-11-05 06:00:00,04.16.2641,22,1
11965,2020-11-05 06:00:00,04.16.2641,26,1
11965,2020-11-05 09:00:00,04.16.2641,15,1
11965,2020-11-05 18:00:00,04.16.2641,16,1
11965,2020-11-05 18:00:00,04.16.2641,4,0
11965,2020-11-05 18:00:00,04.16.2641,4,0
11965,2020-11-06 03:00:00,04.16.2641,15,1
11965,2020-11-06 04:00:00,04.16.2641,26,1
11965,2020-11-06 04:00:00,04.16.2641,16,1
11965,2020-11-06 10:00:00,04.16.2641,15,1
11965,2020-11-06 14:00:00,04.16.2641,16,1
11965,2020-11-06 14:00:00,04.16.2641,4,0
11965,2020-11-06 14:00:00,04.16.2641,4,0
11965,2020-11-06 14:00:00,04.16.2641,12,1
11965,2020-11-06 14:00:00,04.16.2641,11,1
11965,2020-11-06 14:00:00,04.16.2641,22,1
11965,2020-11-06 14:00:00,04.16.2641,26,1
11965,2020-11-06 15:00:00,04.16.2641,15,1
11965,2020-11-06 17:00:00,04.16.2641,16,1
11965,2020-11-06 17:00:00,04.16.2641,4,0
11965,2020-11-06 17:00:00,04.16.2641,4,0
11965,2020-11-06 23:00:00,04.16.2641,15,1
11965,2020-11-06 23:00:00,04.16.2641,16,1
11965,2020-11-06 23:00:00,04.16.2641,4,0
11965,2020-11-06 23:00:00,04.16.2641,4,0
11965,2020-11-06 23:00:00,04.16.2641,15,1
11965,2020-11-07 00:00:00,04.16.2641,26,1
11965,2020-11-07 00:00:00,04.16.2641,16,1
11965,2020-11-07 00:00:00,04.16.2641,4,0
11965,2020-11-07 00:00:00,04.16.2641,4,0
11965,2020-11-07 06:00:00,04.16.2641,15,1
11965,2020-11-07 07:00:00,04.16.2641,16,1
11965,2020-11-07 14:00:00,04.16.2641,15,1
11965,2020-11-07 18:00:00,04.16.2641,16,1
11965,2020-11-07 18:00:00,04.16.2641,4,0
11965,2020-11-07 18:00:00,04.16.2641,4,0
11965,2020-11-08 00:00:00,04.16.2641,26,1
11965,2020-11-08 00:00:00,04.16.2641,12,1
11965,2020-11-08 00:00:00,04.16.2641,11,1
11965,2020-11-08 00:00:00,04.16.2641,22,1
11965,2020-11-08 00:00:00,04.16.2641,26,1
11965,2020-11-08 01:00:00,04.16.2641,15,1
11965,2020-11-08 06:00:00,04.16.2641,16,1
11965,2020-11-08 06:00:00,04.16.2641,4,0
11965,2020-11-08 06:00:00,04.16.2641,4,0
11965,2020-11-08 16:00:00,04.16.2641,4,0
11965,2020-11-08 16:00:00,04.16.2641,4,0
11965,2020-11-08 16:00:00,04.16.2641,12,1
11965,2020-11-08 16:00:00,04.16.2641,11,1
11965,2020-11-08 16:00:00,04.16.2641,22,1
11965,2020-11-08 17:00:00,04.16.2641,26,1
11965,2020-11-08 21:00:00,04.16.2641,15,1
11965,2020-11-08 21:00:00,04.16.2641,16,1
11965,2020-11-08 21:00:00,04.16.2641,15,1
11965,2020-11-08 21:00:00,04.16.2641,7,1
11965,2020-11-08 21:00:00,04.16.2641,14,1
11965,2020-11-08 21:00:00,04.16.2641,6,1
11965,2020-11-08 21:00:00,04.16.2641,14,1
11965,2020-11-09 05:00:00,04.16.2641,12,1
11965,2020-11-09 05:00:00,04.16.2641,13,1
11965,2020-11-09 05:00:00,04.16.2641,3,2
11965,2020-11-09 05:00:00,04.16.2641,7,1
11965,2020-11-09 05:00:00,04.16.2641,6,1
11965,2020-11-09 05:00:00,04.16.2641,14,1
11965,2020-11-09 05:00:00,04.16.2641,14,1
11965,2020-11-09 16:00:00,04.16.2641,26,1
11965,2020-11-09 16:00:00,04.16.2641,16,1
11965,2020-11-09 16:00:00,04.16.2641,4,0
11965,2020-11-09 16:00:00,04.16.2641,4,0
11965,2020-11-09 16:00:00,04.16.2641,11,1
11965,2020-11-09 16:00:00,04.16.2641,12,1
